run,arm,d,n_pairs,n_queries,n_keys,step,train_loss,acc,nll,noise_share,ms_per_step,elapsed_s,d_model,heads,r,n_P,seed,state_per_head,params
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,1000,8.143900871276855,0.00244140625,8.1438969373703,,36.131606101989746,51.463656187057495,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,1250,7.946055889129639,0.0029296875,7.9460756331682205,,36.202128410339355,60.73338460922241,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,1500,7.81686544418335,0.005859375,7.814495339989662,,36.17269706726074,69.99741578102112,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,1750,7.728242874145508,0.00537109375,7.732914075255394,,36.245802879333496,79.27737593650818,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,2000,7.700010299682617,0.00439453125,7.690778091549873,,36.25592231750488,88.55912399291992,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,2250,7.695622444152832,0.00830078125,7.675095751881599,,36.28214454650879,97.85091876983643,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,2500,7.680556774139404,0.00390625,7.693943277001381,,36.23274040222168,107.1285572052002,16,1,64,0,0,1088,287078
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,250,8.33108901977539,0.0,8.342320740222931,,85.91964435577393,21.626864433288574,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,500,8.337200164794922,0.00048828125,8.33151462674141,,28.10941982269287,28.791724920272827,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,750,8.317243576049805,0.0,8.310573041439056,,28.12942886352539,35.96136164665222,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,1000,8.110584259033203,0.0,8.125469952821732,,28.115459442138672,43.12811756134033,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,1250,8.01736831665039,0.0009765625,8.035297125577927,,28.1123104095459,50.29351544380188,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,1500,7.832379341125488,0.00390625,7.8227773904800415,,28.08268642425537,57.4521598815918,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,1750,7.7368574142456055,0.00146484375,7.730865851044655,,28.106351852416992,64.61491870880127,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,2000,7.716506004333496,0.00244140625,7.698505908250809,,28.119905471801758,71.78273797035217,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,2250,7.668902397155762,0.00244140625,7.679879501461983,,28.24257469177246,78.97914958000183,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.00316,mamba2,,4,64,2048,2500,7.705696105957031,0.00244140625,7.668039247393608,,28.135704040527344,86.15083575248718,16,1,64,0,0,1088,284902
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,250,8.331008911132812,0.0,8.34035724401474,,91.34853649139404,23.069312572479248,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,500,8.333550453186035,0.0,8.329017162322998,,33.80827713012695,31.73977303504944,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,750,8.095035552978516,0.0,8.098189637064934,,33.74411869049072,40.39271664619446,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,1000,7.792273044586182,0.00244140625,7.759472221136093,,33.739033699035645,49.04418897628784,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,1250,7.501701831817627,0.0087890625,7.500771537423134,,33.72531986236572,57.6937689781189,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,1500,7.418733596801758,0.0048828125,7.408268243074417,,33.80521202087402,66.36007571220398,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,1750,7.323421478271484,0.0078125,7.337233543395996,,33.78138732910156,75.02102303504944,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,2000,7.239311695098877,0.01220703125,7.2415841817855835,,33.79649639129639,83.68647408485413,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,2250,7.2057600021362305,0.01123046875,7.258693262934685,,34.04919719696045,92.41631293296814,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,2,4,64,2048,2500,7.279128551483154,0.0107421875,7.236812621355057,,33.99297523498535,101.13626980781555,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,3,4,64,2048,250,8.331320762634277,0.0,8.339988708496094,,94.70084953308105,23.90224599838257,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,3,4,64,2048,500,8.33635139465332,0.0,8.329428434371948,,36.281564712524414,33.18800210952759,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,3,4,64,2048,750,8.236371994018555,0.00048828125,8.24230182170868,,36.12727451324463,42.43358278274536,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,3,4,64,2048,1000,8.217682838439941,0.00048828125,8.214215189218521,,36.13345909118652,51.68138146400452,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,3,4,64,2048,1250,8.153528213500977,0.00048828125,8.156563967466354,,36.12233829498291,60.928059339523315,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,3,4,64,2048,1500,8.036406517028809,0.00146484375,8.02491943538189,,36.23034381866455,70.20274376869202,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,3,4,64,2048,1750,7.926690578460693,0.0,7.956399068236351,,36.27643394470215,79.48742723464966,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.00316,mamba2smat,3,4,64,2048,2000,7.928448677062988,0.0,7.93743808567524,,36.64809036254883,88.873459815979,16,1,64,0,0,1088,287078
